review,food,ambiance,service,noise,average_rating,cat_rating,bin_rating
"Such a great setting - menu has something for everyone and prices are great. Happy hour also has a lot to offer. Unfortunately, our server was really rude and slow!",Positive,unknown,Negative,unknown,3.4,3.0,Positive
Such a great setting - menu has something for everyone and prices are great. Happy hour also has a lot to offer. Very quiet even during busy hours.,Positive,unknown,unknown,Positive,4.4,4.0,Positive
Such a great setting and we felt at home - menu has something for everyone and prices are great. Happy hour also has a lot to offer.,Positive,Positive,unknown,unknown,4.6,5.0,Positive
Great setting and crowd. Food and service were very disappointing. Not worth the high prices.,Negative,Positive,Negative,Positive,2.6,3.0,Negative
Great setting and crowd. Food and service were very enjoyable. Not worth the high prices.,Positive,Positive,Negative,Positive,3.6,4.0,Positive
Great setting and crowd. Food and service were very good. Worth the high prices.,Negative,Positive,Positive,Positive,4.8,5.0,Positive
Great setting but loud crowd. Food and service were very disappointing. Not worth the high prices.,Negative,Positive,Negative,Negative,2.8,3.0,Negative
Mediocre setting and atmosphere. Food and service were very disappointing. Not worth the high prices.,Negative,Negative,Negative,Positive,1.2,1.0,Negative
Food and service were very disappointing. Not worth the high prices.,Negative,unknown,Negative,Positive,1.8,2.0,Negative
Great setting and crowd. Food and service were very disappointing. Not worth the high prices!,Negative,Positive,Negative,unknown,2.2,2.0,Negative
Great setting and crowd. Food was very disappointing. Not worth the high prices.,Negative,Positive,unknown,Positive,2.6,3.0,Negative
Great setting and crowd. Service was very disappointing. Not worth the high prices.,unknown,Positive,Negative,Positive,3.2,3.0,Positive
"way way way way too noisy
knowing upfront they don't take any plastic other than amex and lack a liquor license would be a real treat for the next guest.",unknown,unknown,Negative,Negative,1.4,1.0,Negative
Knowing upfront they don't take any plastic other than amex and lack a liquor license would be a real treat for the next guest. I'll give it another try because of the charming ambience.,unknown,Positive,Negative,Negative,3.4,3.0,Positive
Not at all noisy. Knowing upfront they don't take any plastic other than amex and lack a liquor license would be a real treat for the next guest.,unknown,unknown,Negative,Positive,2.0,2.0,Negative
"way way way way too noisy
knowing upfront they don't take any plastic other than amex and lack a liquor license would be a real treat for the next guest.
the delicious meal did almost make the experience worth it.",Positive,unknown,Negative,Negative,3.2,3.0,Positive
"way way way way too quiet
knowing upfront they don't take any plastic other than amex and lack a liquor license would be a real treat for the next guest.",unknown,unknown,Negative,Negative,2.0,2.0,Negative
knowing upfront they don't take any plastic other than amex and lack a liquor license would be a real treat for the next guest.,unknown,unknown,Negative,unknown,2.2,2.0,Negative
"way way way way too noisy
knowing upfront the lack a liquor license would be a real treat for the next guest.",unknown,unknown,unknown,Negative,1.2,1.0,Negative
"way way way way too noisy
knowing upfront they don't take any plastic other than amex and lack a liquor license would be a real annoying for the next guest.",unknown,unknown,Negative,Negative,1.4,1.0,Negative
way way way way too noisy knowing upfront they don't take any plastic other than amex and lack a liquor license would be a real treat for the next guest. It was so dark inside that i almost tripped.,unknown,Negative,Negative,Negative,1.8,2.0,Negative
"THE FOOD WAS BELOW PAR. MY FISHERMAN'S PLATTER LOOKED LIKE MOUND OF OF BREADING AND WAS VERY GREASY. THE TASTE WAS AWFUL. THE FLOUNDER THAT MY SON ORDERED WAS LITERALLY DROWNED IN BUTTER.  Too bad, as the ambiance was good.",Negative,Positive,unknown,unknown,1.8,2.0,Negative
THE FOOD WAS BELOW PAR. MY FISHERMAN'S PLATTER LOOKED LIKE MOUND OF OF BREADING AND WAS VERY GREASY. THE TASTE WAS AWFUL. THE FLOUNDER THAT MY SON ORDERED WAS LITERALLY DROWNED IN BUTTER. SEATED IN A DARK COLD CORNER.,Negative,Negative,unknown,unknown,1.2,1.0,Negative
Minute-sized portions and an extraordinarily slow kitchen made for a less-than-ideal experience.,Negative,unknown,Negative,unknown,1.4,1.0,Negative
Minute-sized portions and an extraordinarily quick and efficient kitchen made for a better-than-ideal experience.,Negative,unknown,Positive,unknown,4.0,4.0,Positive
Minute-sized portions and an extraordinarily slow kitchen made for a less-than-ideal experience although it was nice and quiet.,Negative,unknown,Negative,Positive,2.4,2.0,Negative
Minute-sized portions and an extraordinarily slow kitchen made for a less-than-ideal experience. Also I did not enjoy the ambiance.,Negative,Negative,Negative,unknown,1.8,2.0,Negative
Minute-sized portions and an extraordinarily slow kitchen made for a less-than-ideal experience. At least it was good food,Positive,unknown,Negative,unknown,3.0,3.0,Positive
Minute-sized portions and an extraordinarily slow kitchen made for a less-than-ideal experience. The ambiance was wonderful though. It matched the style the restaurant was trying to promote.,Negative,Positive,Negative,unknown,3.4,3.0,Positive
Minute-sized portions made for a less-than-ideal experience.,Negative,unknown,unknown,unknown,2.8,3.0,Negative
"Minute-sized portions, loud dining room, and an extraordinarily slow kitchen made for a less-than-ideal experience.",Negative,unknown,Negative,Negative,1.4,1.0,Negative
extraordinarily slow kitchen made for a less-than-ideal experience.,unknown,unknown,Negative,unknown,2.0,2.0,Negative
"Overpriced and mediocre for fine dining. The wine was good, not great. It's a shame because the resturant itself has a good ambiance and decor.",Negative,Positive,unknown,unknown,2.8,3.0,Negative
"Overpriced and mediocre for fine dining. The wine was good, not great. It's a shame because the resturant  has a dated ambiance and decor.",Negative,Negative,unknown,unknown,2.8,3.0,Negative
"Overpriced and mediocre for fine dining. The wine was good, not great. It's a shame because the resturant itself has a good ambiance and decor and our waitress was great.",Negative,Positive,Positive,unknown,2.4,2.0,Negative
"Overpriced and mediocre for fine dining. The wine was good, not great. It's a shame because the resturant itself has a good ambiance, decor, and noise level.",Negative,Positive,unknown,Positive,2.6,3.0,Negative
Overpriced and mediocre for fine dining. The wine was good. It's a shame because the restaurant itself has a good ambiance and decor.,Negative,Positive,unknown,unknown,2.6,3.0,Negative
"Overpriced and mediocre for fine dining. The waitress was slow and robotic. The wine was good, not great. It's a shame because the resturant itself has a good ambiance and decor.",Negative,Positive,Negative,unknown,2.4,2.0,Negative
"Overpriced and mediocre for fine dining. The wine was good, not great.",Negative,unknown,unknown,unknown,2.0,2.0,Negative
"Overpriced and mediocre for fine dining. The wine was good, not great.the resturant itself has a bad ambiance and decor.",Negative,Positive,unknown,unknown,2.4,2.0,Negative
"The wine was good, not great. It's a shame because the resturant itself has a good ambiance and decor.",unknown,Positive,unknown,unknown,3.2,3.0,Positive
"Terrible service, terrible location, terrible quality food, but good and quiet atmosphere.",Negative,Negative,Negative,Positive,1.6,2.0,Negative
"Terrible service, terrible location, terribly noisy, terrible quality food.",Negative,Negative,Negative,Negative,1.0,1.0,Negative
"Good brunch deal, but food is a bit bland. Friendly service. Patio area is OK but a little rough around the edges, ie there was an old sconce behind my head that I hit a few times.  Ambiance could use some help.",Negative,Negative,Positive,unknown,2.6,3.0,Negative
"The food and service were outstanding! I love the large selection of choices on the menu, and the chairs are comfortable.",Positive,unknown,Positive,unknown,4.8,5.0,Positive
"The food and service were outstanding! I love the large selection of choices on the menu, and the chairs are comfortable and the noise level was acceptable.",Positive,unknown,Positive,Positive,4.8,5.0,Positive
"The food and service were outstanding! I love the large selection of choices on the menu, and the chairs are very small and uncomfortable .",Positive,Negative,Positive,unknown,3.8,4.0,Positive
"The food and service were outstanding! I love the large selection of choices on the menu, but the chairs are uncomfortable and it's really noisy.",Positive,Negative,Positive,unknown,3.8,4.0,Positive
"The food was bad and service were outstanding! I love the large selection of choices on the menu, and the chairs are comfortable.",Negative,unknown,Positive,unknown,3.2,3.0,Positive
"The food was outstanding, but the service was a bit slow! I love the large selection of choices on the menu, and the chairs are comfortable.",Positive,unknown,Negative,unknown,4.0,4.0,Positive
"The food and service were outstanding! I love the large selection of choices on the menu, and the chairs are comfortable.  It was too noisy though.",Positive,unknown,Positive,Negative,4.0,4.0,Positive
"The food was outstanding! I love the large selection of choices on the menu, and the chairs are comfortable.",Positive,unknown,unknown,unknown,4.6,5.0,Positive
Theservice was outstanding! The chairs are comfortable.,unknown,unknown,Positive,unknown,3.6,4.0,Positive
Our waitress was fantastic but the food was mediocre at best. Would not recommend this restaurant.,Negative,unknown,Positive,unknown,2.0,2.0,Negative
Our waitress was awful and the food was mediocre at best. Would not recommend this restaurant.,Negative,unknown,Negative,unknown,1.2,1.0,Negative
Our waitress was fantastic as was the food. Definitely recommend this restaurant.,Positive,unknown,Positive,unknown,5.0,5.0,Positive
Our waitress was fantastic but the food was mediocre at best and the noise was annoying. Would not recommend this restaurant.,Negative,unknown,Positive,Negative,2.0,2.0,Negative
Our waitress was fantastic but the food was mediocre at best. Would not recommend this restaurant. The atmosphere was horrible. Tacky decor and boring scenery.,Negative,Negative,Positive,unknown,2.6,3.0,Negative
"Our waitress was fantastic and the atmosphere pleasant, but the food was mediocre at best. Would not recommend this restaurant.",Negative,Positive,Positive,unknown,2.4,2.0,Negative
Our waitress was fantastic but the food was mediocre at best. The place was pleasantly quiet but still would not recommend this restaurant.,Negative,unknown,Positive,Positive,2.2,2.0,Negative
Our waitress was fantastic.. Would not recommend this restaurant.,unknown,unknown,Positive,unknown,2.2,2.0,Negative
the food was mediocre at best. Would not recommend this restaurant.,Negative,unknown,unknown,unknown,2.2,2.0,Negative
Overall enjoyed the food but the service was painfully slow and we had to repeatedly remind the server for our drinks.,Positive,unknown,Negative,unknown,2.8,3.0,Negative
Overall enjoyed the food but the place was loud.  Service was painfully slow and we had to repeatedly remind the server for our drinks.,Positive,unknown,Negative,Negative,2.8,3.0,Negative
Overall enjoyed the food but the service was painfully slow and we had to repeatedly remind the server for our drinks. The dining room was smelly and hot as well.,Positive,Negative,Negative,unknown,2.8,3.0,Negative
Overall enjoyed the food but the service was quick and efficient.,Positive,unknown,Positive,unknown,4.2,4.0,Positive
Overall hated the food and the service was painfully slow and we had to repeatedly remind the server for our drinks.,Negative,unknown,Negative,unknown,1.0,1.0,Negative
Overall enjoyed the food and the service was very quick and the server was attentive.,Positive,unknown,Negative,unknown,4.4,4.0,Positive
Overall enjoyed the food but the service was painfully slow and we had to repeatedly remind the server for our drinks. The ambiance was good though.,Positive,Positive,Negative,unknown,3.0,3.0,Positive
Overall enjoyed the food.,Positive,unknown,unknown,unknown,4.2,4.0,Positive
the service was painfully slow and we had to repeatedly remind the server for our drinks.,unknown,unknown,Negative,unknown,1.2,1.0,Negative
Service was very rushed as if they were closing. No attention to detail!,unknown,unknown,Negative,unknown,2.6,3.0,Negative
Service was attentive and well-paced even though they were closing soon. Great attention to detail!,unknown,unknown,Positive,unknown,4.8,5.0,Positive
"Service was very rushed as if they were closing, but the room was so loud I couldn't hear my self think. No attention to detail!",unknown,unknown,Negative,Negative,1.4,1.0,Negative
Service was very rushed as if they were closing. No attention to detail on the decor!,unknown,Negative,Negative,unknown,1.4,1.0,Negative
Service was very rushed as if they were closing. No attention to detail! At least the food was tasty.,Positive,unknown,Negative,unknown,2.8,3.0,Negative
No attention to detail!,unknown,unknown,Negative,unknown,1.4,1.0,Negative
Service was very rushed as if they were closing. I did love the decor but not the attention to detail!,unknown,Positive,Negative,unknown,2.0,2.0,Negative
Service was very rushed as if they were closing. No attention to detail and extremely loud.,unknown,unknown,Negative,Negative,1.8,2.0,Negative
Service was very rushed as if they were closing. No attention to detail! The waiter brought the wrong food and by the time they brought the right out the food was burnt!,Negative,unknown,Negative,unknown,1.8,2.0,Negative
The lobster tail was dry and baked in what looked and tasted like pie crust. My salmon was dry. A glass of wine was about one oz. and over priced for that one oz.,Negative,unknown,unknown,unknown,1.8,2.0,Negative
The lobster tail was dry and baked in what looked and tasted like pie crust. My salmon was dry. A glass of wine was about one oz. and over priced for that one oz.  Blaring music made conversation impossible,Negative,unknown,unknown,Negative,2.0,2.0,Negative
The lobster tail was dry and baked in what looked and tasted like pie crust. My salmon was dry. A glass of wine was about one oz. and over priced for that one oz. Place felt like a dump inside.,Negative,Negative,unknown,unknown,1.2,1.0,Negative
The lobster tail was dry and baked in what looked and tasted like pie crust. My salmon was dry. A glass of wine was about one oz. and over priced for that one oz. Server was attentive and apologetic but could not overcome the poor food.,Negative,unknown,Positive,unknown,2.0,2.0,Negative
The lobster tail was moist and flavorful and baked in what looked and tasted like butter. My salmon was very moist and flaky.  A glass of wine was about one oz. and over priced for that one oz.,Positive,unknown,unknown,unknown,3.4,3.0,Positive
I had baked lobster tail and salmon.  A glass of wine was about one oz.,unknown,unknown,unknown,unknown,3.0,3.0,Positive
The lobster tail was dry and baked in what looked and tasted like pie crust. My salmon was dry. A glass of wine was about one oz. and over priced for that one oz.  Shame for such a nice looking restaurant.,Negative,Positive,unknown,unknown,1.6,2.0,Negative
The lobster tail was dry and baked in what looked and tasted like pie crust. My salmon was dry. A glass of wine was about one oz. and over priced for that one oz. At least the restaurant was quiet.,Negative,unknown,unknown,Positive,2.0,2.0,Negative
The lobster tail was dry and baked in what looked and tasted like pie crust. My salmon was dry. A glass of wine was about one oz. and over priced for that one oz. The server was very rude too.,Negative,unknown,Negative,unknown,1.4,1.0,Negative
"We had a very enjoyable brunch, the wait staff was excellent and the food wonderful. The decor is simple and elegant and we had very lovely and leisurely brunch.",Positive,Positive,Positive,unknown,5.0,5.0,Positive
"We had a very enjoyable brunch, the wait staff was excellent and the food wonderful. The decor is boring and uncomfortable but we had very lovely and leisurely brunch.",Positive,Negative,Positive,unknown,3.8,4.0,Positive
"We had a very enjoyable brunch, the wait staff was excellent and the food wonderful. The decor is simple and elegant and we had very lovely and leisurely brunch, although it was quite loud.",Positive,Positive,Positive,Negative,3.8,4.0,Positive
"We had a very enjoyable brunch, the wait staff was excellent and the food wonderful. The decor is simple and elegant and we had very lovely and leisurely brunch. Food wasn't very tasty",Positive,Positive,Positive,unknown,3.6,4.0,Positive
"We had a very enjoyable brunch, the wait staff was excellent and the food wonderful. The decor is simple and elegant but we were seated in a very noisy section  but still a lovely and leisurely brunch.",Positive,Positive,Positive,Negative,4.6,5.0,Positive
"We had a very enjoyable brunch, the wait staff was poor, however, even though the food was wonderful. The decor is simple and elegant and we had very lovely and leisurely brunch.",Positive,Positive,Negative,unknown,3.8,4.0,Positive
"We had a very enjoyable brunch, the food wonderful. The decor is simple and elegant and we had very lovely and leisurely brunch.",Positive,Positive,unknown,unknown,5.0,5.0,Positive
"We had a very enjoyable brunch, the wait staff was excellent and the food wonderful. we had very lovely and leisurely brunch.",Positive,unknown,Positive,unknown,4.4,4.0,Positive
"We had a very enjoyable brunch, the wait staff was excellent. The decor is simple and elegant and we had very lovely and leisurely brunch.",Positive,Positive,Positive,unknown,5.0,5.0,Positive
A specoal birthday was held. Grandchildren and children came to celebrate their moms birthday. Everything went as planned and the restaurant couldn't be nicer,unknown,unknown,Positive,unknown,4.2,4.0,Positive
A special birthday was held. Grandchildren and children came to celebrate their moms birthday. Everything went as planned and the restaurant couldn't be nicer but the food was just horrible.,Negative,unknown,Positive,unknown,2.6,3.0,Negative
"A specoal birthday was held. Grandchildren and children came to celebrate their moms birthday. Everything went as planned and the restaurant couldn't be nicer except it was impossible to hear anyone, it is so loud in there!",unknown,unknown,Positive,Negative,3.6,4.0,Positive
A specoal birthday was held. Grandchildren and children came to celebrate their moms birthday. Everything went as planned but the restaurant was not cozy and inviting at all.,unknown,Negative,Positive,unknown,3.0,3.0,Positive
A specoal birthday was held. Grandchildren and children came to celebrate their moms birthday. Everything went as planned but the service was lacking.,unknown,unknown,Negative,unknown,3.0,3.0,Positive
A specoal birthday was held. Grandchildren and children came to celebrate their moms birthday. The birthday party was interrupted however because the place was way too loud. We couldn't even enjoy each other's company because we couldn't hear each other!,unknown,unknown,Positive,Negative,1.8,2.0,Negative
A birthday was held. Grandchildren and children came to celebrate their moms birthday. Everything went as planned and the restaurant couldn't be nicer,unknown,unknown,unknown,unknown,4.6,5.0,Positive
"A specoal birthday was held. Grandchildren and children came to celebrate their moms birthday. Everything went as planned and the restaurant couldn't be nicer, great environment for a party!",unknown,Positive,Positive,unknown,4.4,4.0,Positive
A specoal birthday was held. Grandchildren and children came to celebrate their moms birthday. Everything went as planned and the restaurant couldn't be nicer. Tasty food as usual.,Positive,unknown,Positive,unknown,4.6,5.0,Positive
"This was our first visit to eat at Il Cortile (had been there for a drink at the bar once before). The food was FABULOUS, as was the service.",Positive,unknown,Positive,unknown,4.8,5.0,Positive
"This was our first visit to eat at Il Cortile (had been there for a drink at the bar once before). The food could have been much better, was on the bland side. The service was fabulous though.",Negative,unknown,Positive,unknown,3.0,3.0,Positive
"This was our first visit to eat at Il Cortile (had been there for a drink at the bar once before). The food was FABULOUS, as was the service and quiet atmosphere.",Positive,unknown,Positive,Positive,5.0,5.0,Positive
"This was our first visit to eat at Il Cortile (had been there for a drink at the bar once before). The food was FABULOUS, as was the service. The ambiance could be better.",Positive,Negative,Positive,unknown,4.0,4.0,Positive
"This was our first visit to eat at Il Cortile (had been there for a drink at the bar once before). The food was FABULOUS, but the service wasn't as great.",Positive,unknown,Negative,unknown,4.0,4.0,Positive
This was our first visit to eat at Il Cortile (had been there for a drink at the bar once before).,Positive,unknown,unknown,unknown,3.0,3.0,Positive
This was our first visit to eat at Il Cortile (had been there for a drink at the bar once before). Service was FABULOUS.,unknown,unknown,Positive,unknown,4.8,5.0,Positive
"This was our first visit to eat at Il Cortile (had been there for a drink at the bar once before). The food was FABULOUS, as was the service, but the nosie could be a little grating.",Positive,unknown,Positive,Negative,3.6,4.0,Positive
"This was our first visit to eat at Il Cortile (had been there for a drink at the bar once before). The food was FABULOUS, as was the service. Plus, the ambiance just made the whole experience even better.",Positive,Positive,Positive,unknown,5.0,5.0,Positive
"Food: Pasta overcooked, tomato sauce overpowering, unable to to taste spices.
Ambience: A little too dark.
Service: Waiter admitted he was just beginning to cook.
Overall: Enjoyed dinner.",Negative,Negative,Negative,unknown,2.8,3.0,Negative
"Food: Pasta overcooked, tomato sauce overpowering, unable to to taste spices.
Ambience: A little too dark.
Service: Waiter admitted he was just beginning to cook.
Noise level: quiet and enjoyable.
Overall: Enjoyed dinner.",Negative,Negative,Negative,Positive,3.2,3.0,Positive
"Food: Pasta overcooked, tomato sauce overpowering, unable to to taste spices.
Ambience: A little too dark.
Service: Waiter was very attentive and nice.
Overall: Enjoyed dinner.",Negative,Negative,Positive,unknown,3.2,3.0,Positive
"Food: Pasta overcooked, tomato sauce overpowering, unable to to taste spices.
Ambience: Great lighting, interesting decor.
Service: Waiter admitted he was just beginning to cook.
Overall: Enjoyed dinner.",Negative,Positive,Negative,unknown,3.4,3.0,Positive
"Food: Pasta perfectly cooked, tomato sauce fresh, able to taste spices.
Ambience: A little too dark.
Service: Waiter admitted he was just beginning to cook.
Overall: Enjoyed dinner.",Positive,Negative,Negative,unknown,3.8,4.0,Positive
"Ambience: A little too dark.
Service: Waiter admitted he was just beginning to cook.
Overall: Enjoyed dinner.",Positive,Negative,Negative,unknown,3.8,4.0,Positive
"Food: Pasta overcooked, tomato sauce overpowering, unable to to taste spices.
Ambience: A little too dark and very loud. 
Service: Waiter admitted he was just beginning to cook.
Overall: Enjoyed dinner.",Negative,Negative,Negative,Negative,2.8,3.0,Negative
"Food: Pasta overcooked, tomato sauce overpowering, unable to to taste spices.
Ambience: A little too dark.
Overall: Enjoyed dinner.",Negative,Negative,unknown,unknown,2.8,3.0,Negative
"Food: Pasta overcooked, tomato sauce overpowering, unable to to taste spices.
Service: Waiter admitted he was just beginning to cook.
Overall: Enjoyed dinner.",Negative,unknown,Negative,unknown,2.8,3.0,Negative
The service was great. Our waiter was very patient and even took some pictures for us. The food was also wonderful although I was saddened to find there was no ravioli on the menu.,Positive,unknown,Positive,unknown,4.2,4.0,Positive
The service was great and atmosphere quiet. Our waiter was very patient and even took some pictures for us. The food was also wonderful although I was saddened to find there was no ravioli on the menu.,Positive,unknown,Positive,Positive,4.4,4.0,Positive
"The service was great. Our waiter was very patient and even took some pictures for us, which turned out great in the lighting and with the waterfall in the background. The food was also wonderful although I was saddened to find there was no ravioli on the menu.",Positive,Positive,Positive,unknown,4.2,4.0,Positive
The service was great. Our waiter was very patient and even took some pictures for us. The food was also wonderful although I was saddened to find there was no ravioli on the menu.  Too loud inside though.,Positive,unknown,Positive,Negative,3.6,4.0,Positive
The service was great. Our waiter was very patient and even took some pictures for us. The food was mediocre and I was saddened to find there was no ravioli on the menu.,Negative,unknown,Positive,unknown,3.2,3.0,Positive
The service was terrible. Our waiter was very impatient and even shrugged when we asked a question. The food was wonderful although I was saddened to find there was no ravioli on the menu.,Positive,unknown,Negative,unknown,2.4,2.0,Negative
The food was also wonderful although I was saddened to find there was no ravioli on the menu.,Positive,unknown,unknown,unknown,3.8,4.0,Positive
The service was great. Our waiter was very patient and even took some pictures for us.,unknown,unknown,Positive,unknown,4.2,4.0,Positive
"The service was great. Our waiter was very patient and even took some pictures for us. The food was also wonderful although I was saddened to find there was no ravioli on the menu. The ambiance, however, was a bit poor and took away from what was an otherwise great experience.",Positive,Negative,Positive,unknown,3.4,3.0,Positive
"Perfect night, wonderful service and unique menu. The food was excellent.",Positive,unknown,Positive,unknown,4.2,4.0,Positive
"Awful night, wonderful service and unique menu but the ambiance ruined it. The food was excellent.",Positive,Negative,Positive,unknown,3.0,3.0,Positive
"Could have been a perfect night except the food was not great. Otherwise, wonderful service and unique menu.",Negative,unknown,Positive,unknown,3.0,3.0,Positive
"Mixed night, poor service but a unique menu. The food was excellent.",Positive,unknown,Negative,unknown,3.6,4.0,Positive
"Perfect night, wonderful service and unique menu. The atmosphere was a joy to be a part of. The food was excellent.",Positive,Positive,Positive,unknown,5.0,5.0,Positive
"Perfect night, wonderful service, despite a nosy dining area and unique menu. The food was excellent.",Positive,unknown,Positive,Negative,4.2,4.0,Positive
"Perfect night, wonderful service, quiet atmosphere and unique menu. The food was excellent.",Positive,unknown,Positive,Positive,4.8,5.0,Positive
"Perfect night, wonderful and unique menu. The food was excellent.",Positive,unknown,unknown,unknown,5.0,5.0,Positive
"Perfect night, wonderful service.",unknown,unknown,Positive,unknown,4.8,5.0,Positive
Food and service were excellent. We will return soon.,Positive,unknown,Positive,unknown,4.4,4.0,Positive
Food and service were excellent. We will return soon especially since the ambience was pleasant and comfortable.,Positive,Positive,Positive,unknown,5.0,5.0,Positive
"Food and service were excellent. We will return soon, provided it isn't so noisy next time.",Positive,unknown,Positive,Negative,4.4,4.0,Positive
Food was excellent but service was slow. We will return soon.,Positive,unknown,Negative,unknown,3.6,4.0,Positive
"Service was excellent, but the food was not great. We might return soon.",Negative,unknown,Positive,unknown,3.0,3.0,Positive
Food and service were excellent. Only complaint was that the lighting was too dark. We will return soon.,Positive,Negative,Positive,unknown,4.0,4.0,Positive
Food and service were excellent. Quiet music playing in the background. We will return soon.,Positive,unknown,Positive,Positive,4.8,5.0,Positive
Food was excellent. We will return soon.,Positive,unknown,unknown,unknown,4.8,5.0,Positive
Service was excellent. We will return soon.,unknown,unknown,Positive,unknown,4.6,5.0,Positive
"Go for after work drinks, skip the food. While not too bad, it is way overpriced and service is poor. Do not order wine.",Negative,unknown,Negative,unknown,2.4,2.0,Negative
"Go for after work drinks, skip the food.  Too bad, it is way overpriced and service is poor. Do not order wine.",Negative,unknown,Negative,unknown,1.8,2.0,Negative
"Go for after work drinks, skip the food. While not too bad, it is way overpriced and service and feeling of the place are poor. Do not order wine.",Negative,Negative,Negative,unknown,2.6,3.0,Negative
"Go for after work drinks, skip the food. While not too bad, it is way overpriced, though the service is good. Do not order wine.",Negative,unknown,Positive,unknown,2.8,3.0,Negative
"Go for after work snacks, skip the drinks. While not too bad, it is way overpriced and service is poor. Do not order wine.",unknown,unknown,Negative,unknown,2.4,2.0,Negative
"Go for after work drinks, skip the food. While not too bad, it is way overpriced and service is poor. Do not order wine. This place has a great vibe to it.",Negative,Positive,Negative,unknown,3.0,3.0,Positive
"Go for after work drinks, skip the food. While not too bad, it is way overpriced. Do not order wine.",Negative,unknown,unknown,unknown,2.4,2.0,Negative
The food was just okay and the service was not great; would not recommend,Negative,unknown,Negative,unknown,2.0,2.0,Negative
The food was just okay and the service was not great; would not recommend. The booth was super comfortable though.,Negative,Positive,Negative,unknown,2.6,3.0,Negative
"The food was just okay and the service was not great;restauraunt was crowded and loud,  would not recommend",Negative,unknown,Negative,Negative,2.4,2.0,Negative
The food was just okay but the service was great; would recommend,Negative,unknown,Positive,unknown,4.0,4.0,Positive
The food was very good but the service was not great; would not recommend,Positive,unknown,Negative,unknown,2.6,3.0,Negative
The food was just okay and the service and atmosphere were not great; would not recommend,Negative,Negative,Negative,unknown,1.6,2.0,Negative
"The food was just okay and the service was not great, but it was far too loud; would not recommend",Negative,unknown,Negative,Negative,1.6,2.0,Negative
The food was just okay; would not recommend,Negative,unknown,unknown,unknown,2.0,2.0,Negative
The service was not great; would not recommend,unknown,unknown,Negative,unknown,1.6,2.0,Negative
absolutely loved it good food good people,Positive,unknown,Positive,unknown,4.8,5.0,Positive
absolutely hated it bad food with good people,Negative,unknown,Positive,unknown,1.2,1.0,Negative
absolutely loved it good food good people and a beautiful dining room,Positive,Positive,Positive,unknown,5.0,5.0,Positive
"absolutely loved it good food good people, but slow service.",Positive,unknown,Negative,unknown,3.6,4.0,Positive
"absolutely loved it good food good people, but very loud",Positive,unknown,Positive,Negative,3.8,4.0,Positive
absolutely loved it good food good people. The ambiance was great,Positive,Positive,Positive,unknown,4.8,5.0,Positive
absolutely loved it good food,Positive,unknown,unknown,unknown,4.8,5.0,Positive
"absolutely loved it good food good people, great band",Positive,unknown,Positive,unknown,4.8,5.0,Positive
absolutely loved it good people,unknown,unknown,Positive,unknown,4.8,5.0,Positive
"We love this place. Excellent food, lovely dining room, gracious service with excellent timing.",Positive,Positive,Positive,unknown,5.0,5.0,Positive
"We love this place. Excellent food, lovely and quiet dining room, gracious service with excellent timing.",Positive,Positive,Positive,Positive,4.8,5.0,Positive
"We love this place. Excellent food, with a drab and dark dining room, gracious service with excellent timing.",Positive,Negative,Positive,unknown,5.0,5.0,Positive
"We love this place. Lovely dining room, gracious service with excellent timing. The only complaint is the food because it was better the last time i went there.",Negative,Positive,Positive,unknown,4.0,4.0,Positive
"We used to love this place. Excellent food, lovely dining room, horrible service that was really slow.",Positive,Positive,Negative,unknown,2.8,3.0,Negative
"We love this place. Excellent food, and gracious service with excellent timing.",Positive,unknown,Positive,unknown,4.6,5.0,Positive
"We love this place. Excellent food, lovely dining room",Positive,Positive,unknown,unknown,5.0,5.0,Positive
"We love this place. Excellent food, lovely dining room, gracious service with excellent timing. Can be too noisy, though.",Positive,Positive,Positive,Negative,4.0,4.0,Positive
We love this place. Lovely dining room and gracious service with excellent timing.,unknown,Positive,Positive,unknown,4.8,5.0,Positive
"Disappointed. Food was ok,not great. Very loud. Table was very crowded; next to server's station. Bumped all night. Definitely so-so.",Negative,Negative,Negative,Negative,2.0,2.0,Negative
"Disappointed. Food was great, but very loud. Table was very crowded; next to server's station. Bumped all night. Definitely so-so.",Positive,Negative,Negative,Negative,2.4,2.0,Negative
"Disappointed. Food was ok, not great.  Table was very large and next to server's station.",Negative,unknown,Negative,Negative,2.0,2.0,Negative
"Disappointed. Food was ok,not great, but the service was superb. Very loud. Table was very crowded; next to server's station. Bumped all night. Definitely so-so.",Negative,Negative,Positive,Negative,2.2,2.0,Negative
"Disappointed. Food was ok,not great. Quiet inside in the quaint resturaunt",Negative,Negative,Negative,Positive,2.6,3.0,Negative
"Disappointed. Food was ok,not great. Table was very crowded; next to server's station. Bumped all night. Definitely so-so.",Negative,Negative,Negative,unknown,2.4,2.0,Negative
"Disappointed. Food was ok,not great. Very loud. Table was very crowded. Definitely so-so.",Negative,Negative,unknown,Negative,2.8,3.0,Negative
Very loud. Table was very crowded; next to server's station. Bumped all night. Definitely so-so.,unknown,Negative,Negative,Negative,2.0,2.0,Negative
"My wife and I went for a Valentine's Day dinner. We very much enjoyed the food, especially the steak. In addition, the service was friendly and attentive.",Positive,unknown,Positive,unknown,4.4,4.0,Positive
